0.0, 0.0, 0.5799999833106995, -0.9999999403953552, 0.0, 0.5799999833106995, 1.0, 0.0, 0.5799999833106995
5.0, 0.0, 0.5799999833106995, 4.0, 0.0, 0.5799999833106995, 6.0, 0.0, 0.5799999833106995
10.0, 0.0, 0.5799999833106995, 7.0, 0.0, 0.5799999833106995, 13.0, 0.0, 0.5799999833106995
15.0, -5.0, 0.5799999833106995, 15.0, -2.0, 0.5799999833106995, 15.0, -8.0, 0.5799999833106995
15.0, -15.0, 0.5799999833106995, 15.0, -12.0, 0.5799999833106995, 15.0, -18.000003814697266, 0.5799999833106995
10.0, -20.0, 0.5799999833106995, 13.0, -20.0, 0.5799999833106995, 7.0, -20.0, 0.5799999833106995
0.0, -20.0, 0.5799999833106995, 3.0, -20.0, 0.5799999833106995, -2.0, -20.0, 0.5799999833106995
-5.0, -15.0, 0.5799999833106995, -3.0, -15.0, 0.5799999833106995, -7.0, -15.0, 0.5799999833106995
-10.0, -20.0, 0.5799999833106995, -8.0, -20.0, 0.5799999833106995, -12.0, -20.0, 0.5799999833106995
-15.0, -15.0, 0.5799999833106995, -13.0, -15.0, 0.5799999833106995, -17.0, -15.0, 0.5799999833106995
-20.0, -20.0, 0.5799999833106995, -18.652515411376953, -18.52206802368164, 0.5799999833106995, -21.312910079956055, -21.44001007080078, 0.5799999833106995
-35.75, -20.0, 0.5799999833106995, -35.959468841552734, -27.300106048583984, 0.5799999833106995, -35.540531158447266, -12.699893951416016, 0.5799999833106995
-50.0, -20.0, 0.5799999833106995, -48.5, -20.0, 0.5799999833106995, -53.0, -20.0, 0.5799999833106995
-54.0, -12.0, 0.5799999833106995, -54.0, -13.804329872131348, 0.5799999833106995, -54.0, -10.195670127868652, 0.5799999833106995
-50.0, -8.0, 0.5799999833106995, -51.66001892089844, -8.0, 0.5799999833106995, -48.33998107910156, -8.0, 0.5799999833106995
-47.0, -12.0, 0.5799999833106995, -47.0, -10.143187522888184, 0.5799999833106995, -47.0, -13.8568115234375, 0.5799999833106995
-50.0, -16.0, 0.5799999833106995, -48.36088562011719, -15.462057113647461, 0.5799999833106995, -51.63911437988281, -16.53794288635254, 0.5799999833106995
-60.0, -20.0, 0.5799999833106995, -57.0, -20.0, 0.5799999833106995, -65.0, -20.0, 0.5799999833106995
-67.5, -10.0, 0.5799999833106995, -67.5, -15.0, 0.5799999833106995, -67.5, -5.0, 0.5799999833106995
-60.0, 0.0, 0.5799999833106995, -65.0, 0.0, 0.5799999833106995, -57.0, 0.0, 0.5799999833106995
-40.0, 0.0, 0.5799999833106995, -50.0, 0.0, 0.5799999833106995, -37.0, 0.0, 0.5799999833106995
-37.0, -4.0, 0.5799999833106995, -40.0, -4.0, 0.5799999833106995, -34.0, -4.0, 0.5799999833106995
-30.0, -4.0, 0.5799999833106995, -33.0, -4.0, 0.5799999833106995, -27.0, -4.0, 0.5799999833106995
-27.0, 0.0, 0.5799999833106995, -30.0, 0.0, 0.5799999833106995, -25.5, 0.0, 0.5799999833106995
-20.0, 0.0, 0.5799999833106995, -26.0, 0.0, 0.5799999833106995, -17.0, 0.0, 0.5799999833106995
-10.0, 0.0, 0.5799999833106995, -11.0, 0.0, 0.5799999833106995, -8.78125, 0.0, 0.5799999833106995
-4.3671875, 0.0, 0.8299999833106995, -6.5373382568359375, -4.7534236102819705e-08, 0.516708493232727, 0.0033850669860839844, 9.57315222649413e-08, 1.4609529972076416
0.0, 0.0, 0.5799999833106995, -0.375, 0.0, 0.5799999833106995, 2.999997854232788, 0.0, 0.5799999833106995
